NCBI GeneID	Symbol	Description	Taxonomic Name	Common Name	Gene Type	Gene Group Identifier	Gene Group Method
948711	ulaF	L-ribulose-5-phosphate 4-epimerase UlaF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948737	ytfJ	PF09695 family protein YtfJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948743	ytfT	galactofuranose ABC transporter putative membrane subunit YtfT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948777	tabA	DUF386 domain-containing toxin-antitoxin biofilm protein TabA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948807	nanX	sialic acid transporter NanX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948831	sgcA	putative PTS enzyme IIA component SgcA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948865	ydcI	DNA-binding transcriptional dual regulator YdcI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948924	yjtD	putative tRNA/rRNA methyltransferase YjtD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948958	fixC	putative oxidoreductase FixC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948985	ppdB	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949028	yehW	glycine betaine ABC transporter membrane subunit YehW	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949046	artQ	L-arginine ABC transporter membrane subunit ArtQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949066	artM	L-arginine ABC transporter membrane subunit ArtM	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949079	xdhD	fused putative xanthine/hypoxanthine oxidase: molybdopterin-binding subunit and Fe-S binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949088	symE	nucleoid-associated protein SymE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
949118	gfcB	lipoprotein GfcB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
1450242	rzoD	putative prophage lysis lipoprotein RzoD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
1450262	rzoR	putative prophage outer membrane lipoprotein RzoR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847714	ryfA	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
2847725	ytfR	galactofuranose ABC transporter putative ATP binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847739	yfjD	UPF0053 family inner membrane protein YfjD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847741	yjjV	putative metal-dependent hydrolase YjjV	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
2847753	ryjA	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
2847762	ygaQ	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
2847773	tff	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
38094960	ydfJ	putative transporter YdfJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
4056040	yaiT	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
5061508	rydC	ncRNA	Escherichia coli str. K-12 substr. MG1655		ncRNA		
7751620	shoB	toxic peptide ShoB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944752	yfaX	putative DNA-binding transcriptional regulator YfaX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944769	idnD	L-idonate 5-dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944781	rpnC	recombination-promoting nuclease RpnC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944795	caiF	DNA-binding transcriptional activator CaiF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944833	yadG	putative ABC transporter ATP-binding protein YadG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944934	yafY	inner membrane lipoprotein YafY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944936	lapA	lipopolysaccharide assembly protein A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944949	yagH	putative xylosidase/arabinosidase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944974	rclC	DUF417 domain-containing inner membrane protein RclC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
944991	frmB	S-formylglutathione hydrolase FrmB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945029	gfcA	threonine-rich inner membrane protein GfcA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945043	yaiA	protein YaiA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945048	ppnP	nucleoside phosphorylase PpnP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945050	proY	putative transporter ProY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945086	ygiB	DUF1190 domain-containing protein YgiB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945093	ygaZ	L-valine exporter, YgaZ component	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945107	argX	tRNA-Arg	Escherichia coli str. K-12 substr. MG1655		tRNA		
945110	ybgP	putative fimbrial chaperone YbgP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945117	ydgH	DUF1471 domain-containing protein YdgH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945122	ybbA	putative ABC transporter ATP-binding protein YbbA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945124	ybaP	TraB family protein YbaP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945139	allS	DNA-binding transcriptional activator AllS	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945141	allA	ureidoglycolate lyase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945144	ybaM	DUF2496 domain-containing protein YbaM	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945149	allE	(S)-ureidoglycine aminohydrolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945150	allC	allantoate amidohydrolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945162	ybcN	DNA base-flipping protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945176	ybfD	H repeat-associated putative transposase YbfD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945212	hcxA	hydroxycarboxylate dehydrogenase A	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945236	etp	phosphotyrosine-protein phosphatase Etp	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945256	cmtA	mannitol-specific PTS enzyme IICB component CmtA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945287	ybfG	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
945346	hcaB	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945403	ybhR	ABC exporter membrane subunit YbhR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945406	citE	citrate lyase beta subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945416	yfdM	putative methyltransferase YfdM	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945417	perR	putative transcriptional regulator PerR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945426	ybiA	N-glycosidase YbiA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945457	gsiA	glutathione ABC transporter ATP binding subunit GsiA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945460	gsiC	glutathione ABC transporter membrane subunit GsiC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945461	gsiD	glutathione ABC transporter membrane subunit GsiD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945470	ybjI	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945488	ybjO	putative inner membrane protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945509	ycaO	ribosomal protein S12 methylthiotransferase accessory factor YcaO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945524	ycaQ	interstrand DNA crosslink repair glycosylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945532	ddpX	D-alanyl-D-alanine dipeptidase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945545	ycbJ	putative phosphotransferase YcbJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945558	ybaN	DUF454 domain-containing inner membrane protein YbaN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945565	yfdP	uncharacterized protein YfdP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945577	yccT	DUF2057 domain-containing protein YccT	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945578	hspQ	heat shock protein HspQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945614	ratA	ribosome association toxin RatA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945617	ycdZ	inner membrane protein YcdZ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945638	ynfG	putative oxidoreductase YnfG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945660	mltG	endolytic murein transglycosylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945710	paoB	aldehyde dehydrogenase, FAD-binding subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945732	ymgD	PF16456 family protein YmgD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945781	ychQ	SirB family protein YchQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945797	ppdC	prepilin-type N-terminal cleavage/methylation domain-containing protein PpdC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945828	ychJ	NTF2-like domain-containing protein YchJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945836	ychE	MarC family putative inner membrane protein YchE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945860	yciN	protein YciN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945875	ycjW	DNA-binding transcriptional repressor YcjW	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945899	racR	DNA-binding transcriptional repressor RacR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945903	ydcV	putative ABC transporter membrane subunit YdcV	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945913	sieB	phage superinfection exclusion protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945929	rzpD	putative prophage endopeptidase RzpD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945930	pgrR	DNA-binding transcriptional repressor PgrR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945953	smrA	DNA endonuclease SmrA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945959	paaD	phenylacetate degradation protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945972	ynbB	putative CDP-diglyceride synthase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945988	ycjY	putative hydrolase YcjY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945991	ydcJ	DUF1338 domain-containing protein YdcJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
945997	ydcH	DUF465 domain-containing protein YdcH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946001	hicB	antitoxin of the HicA-HicB toxin-antitoxin system/ DNA-binding transcriptional repressor HicB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946039	frsA	fermentation-respiration switch protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946087	rspR	DNA-binding transcriptional repressor RspR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946102	ydfD	lysis protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946113	ydfE	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
946131	ynfC	PF06788 family lipoprotein YnfC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946154	ydgK	DUF2569 domain-containing inner membrane protein YdgK	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946177	ydhR	putative monooxygenase YdhR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946183	ydiK	putative transporter YdiK	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946202	puuA	glutamate-putrescine ligase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946219	selO	protein adenylyltransferase SelO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946236	yniA	putative kinase YniA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946250	ydjX	DedA family protein YdjX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946256	astE	succinylglutamate desuccinylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946287	puuP	putrescine:H(+) symporter PuuP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946303	yeaK	mischarged aminoacyl-tRNA deacylase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946314	yoaG	DUF1869 domain-containing protein YoaG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946338	yobF	DUF2527 domain-containing protein YobF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946352	letB	lipophilic envelope spanning tunnel	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946365	ycgB	PF04293 family protein YcgB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946377	yebB	putative papain-like amidase YebB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946384	yecD	isochorismatase family protein YecD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946386	yecR	lipoprotein YecR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946460	yiaC	peptidyl-lysine N-acetyltransferase YiaC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946468	dsrB	protein DsrB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946472	yedP	putative mannosyl-3-phosphoglycerate phosphatase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946478	yedJ	putative HD superfamily phosphohydrolase YedJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946493	yeeN	putative transcriptional regulator YeeN	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946519	cobU	cobinamide-P guanylyltransferase/cobinamide kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946538	yeeZ	putative epimerase YeeZ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946565	wcaL	putative colanic acid biosynthesis glycosyl transferase WcaL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946579	wcaC	colanic acid biosynthesis galactosyltransferase WcaC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946618	yfaA	DUF2138 domain-containing protein YfaA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946620	yfcO	DUF2544 domain-containing protein YfcO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946652	yehP	VWA domain-containing protein YehP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946655	nupX	putative nucleoside transporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946701	yeiR	zinc-binding GTPase YeiR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946749	yfcF	glutathione S-transferase YfcF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946791	yfcJ	putative transporter YfcJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946808	yfcA	putative transporter YfcA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946830	sgcR	putative DNA-binding transcriptional regulator SgcR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946848	ypdE	aminopeptidase YpdE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946849	sgcC	putative PTS enzyme IIC component SgcC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946857	yfeC	DNA-binding transcriptional dual regulator YfeC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946865	yfeD	putative DNA-binding transcriptional regulator YfeD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946909	yedF	putative sulfurtransferase YedF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946919	yfeY	DUF1131 domain-containing lipoprotein YfeY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946933	eutP	putative ethanolamine utilization acetate kinase EutP	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946935	eutQ	putative ethanolamine utilization acetate kinase EutQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946939	eutT	putative ethanolamine utilization cobalamin adenosyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946951	ymcE	protein YmcE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946953	yffB	putative reductase YffB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946965	hyfH	hydrogenase 4 component H	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946980	yfgG	nickel/cobalt stress response protein YfgG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
946997	hcaF	putative 3-phenylpropionate/cinnamate dioxygenase subunit beta	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947030	yfhH	putative DNA-binding transcriptional regulator YfhH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947073	afuB	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
947113	rnlB	antitoxin RnlB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947156	ygaC	DUF2002 domain-containing protein YgaC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947185	elfG	putative fimbrial-like adhesin protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947225	casD	type I-E CRISPR system Cascade subunit CasD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947233	yajI	putative lipoprotein YajI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947238	ygcS	putative transporter YgcS	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947240	ygcR	putative flavoprotein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947248	yqcE	putative transport protein YqcE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947279	ygdD	DUF423 domain-containing inner membrane protein YgdD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947295	ygdQ	PF03741 family inner membrane protein YgdQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947320	ygeV	putative sigma(54)-dependent transcriptional regulator YgeV	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947321	clsC	cardiolipin synthase C	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947327	yqeI	putative transcriptional regulator YqeI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947328	yqeJ	protein YqeJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947329	yqeK	protein YqeK	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947332	ygeL	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
947338	pbl	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
947356	mocA	molybdenum cofactor cytidylyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947373	ygfF	putative oxidoreductase YgfF	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947435	ydcC	H repeat-associated putative transposase YdcC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947438	hycH	formate hydrogenlyase assembly protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947446	hemW	heme chaperone HemW	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947449	yggL	putative ribosome assembly factor YggL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947466	glcC	DNA-binding transcriptional dual regulator GlcC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947472	yghU	disulfide reductase/organic hydroperoxide reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947488	yqiA	esterase YqiA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947502	ybiX	PKHD-type hydroxylase YbiX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947504	rcbA	double-strand break reduction protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947507	yafC	DNA-binding transcriptional regulator YafC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947522	ygiL	putative fimbrial protein YgiL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947531	yqiH	putative fimbrial chaperone YqiH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947541	aspV	tRNA-Asp	Escherichia coli str. K-12 substr. MG1655		tRNA		
947566	ybfB	uncharacterized protein YbfB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947588	eutJ	putative ethanolamine utilization chaperonin EutJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947604	ygjV	inner membrane protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947619	mzrA	modulator protein MzrA	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947631	garR	tartronate semialdehyde reductase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947641	garD	GarD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947646	agaA	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
947657	yraI	putative fimbrial chaperone YraI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947664	rsmI	16S rRNA 2'-O-ribose C1402 methyltransferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947710	mlaC	intermembrane phospholipid transport system - periplasmic binding protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947711	yhbX	putative hydrolase YhbX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947852	tusD	sulfurtransferase complex subunit TusD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947875	frlB	fructoselysine 6-phosphate deglycase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947878	frlA	fructoselysine/psicoselysine transporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947886	frlD	fructoselysine 6-kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947899	hofO	DNA utilization protein HofO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947908	hofM	DNA utilization protein HofM	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947915	yhgH	DNA utilization protein YhgH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947943	yhhY	N-acetyltransferase YhhY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947945	yhhW	quercetin 2,3-dioxygenase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947958	ibaG	acid stress protein IbaG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947976	yhhL	DUF1145 domain-containing protein YhhL	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947984	yhhQ	queuosine precursor transporter	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947991	yhhJ	ABC transporter family protein YhhJ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
947993	yhhH	PF15631 family protein YhhH	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948043	yhjG	AsmA family protein YhjG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948071	yiaG	putative DNA-binding transcriptional regulator YiaG	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948073	yhjY	putative outer membrane protein YhjY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948084	plaR	DNA-binding transcriptional repressor PlaR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948105	yiaW	DUF3302 domain-containing protein YiaW	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948106	yiaV	putative membrane fusion protein YiaV	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948112	yibJ	pseudo	Escherichia coli str. K-12 substr. MG1655		PSEUDO		
948189	yidI	putative inner membrane protein YidI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948198	yidR	DUF3748 domain-containing galacturonate catabolism protein YidR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948199	yidQ	DUF1375 domain-containing putative lipoprotein YidQ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948226	yieE	putative phosphopantetheinyl transferase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948227	yidZ	DNA-binding transcriptional dual regulator YidZ	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948231	cbrB	putative inner membrane protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948306	elfA	putative laminin-binding fimbrial subunit	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948311	hemY	protein HemY	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948344	yigG	inner membrane protein	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948348	yihD	DUF1040 domain-containing protein YihD	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948373	yihT	6-deoxy-6-sulfofructose-1-phosphate aldolase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948382	yihV	6-deoxy-6-sulfofructose kinase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948388	frvX	peptidase M42 family protein FrvX	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948389	frvR	putative DNA-binding transcriptional regulator FrvR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948390	frvB	putative PTS enzyme IIBC component FrvB	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948448	frwC	putative PTS enzyme IIC component FrwC	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948577	yjcE	putative transporter YjcE	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948582	mdtO	putative multidrug efflux pump subunit MdtO	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948583	mdtP	putative multidrug efflux pump outer membrane channel	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948597	yjcS	linear primary-alkylsulfatase	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948603	alsR	DNA-binding transcriptional repressor AlsR	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948621	yjdM	zinc ribbon domain-containing protein YjdM	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
948664	yjeI	DUF4156 domain-containing lipoprotein YjeI	Escherichia coli str. K-12 substr. MG1655		PROTEIN_CODING		
